Title,Title_link,date,Rating,Description_of_duration,authorInfo,Positive_Review,pos_count,Negative_Review,neg_count,UI_TEXT,reviewBodyCell,author_location,authorLocation_current,Outlook,CEO_Approval
"""Horrible Management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32660682.htm,8 April 2020,1.0,I worked at Walmart part-time for more than a year,,only specific members of management were okay,1,had to quit because there were errors in the scheduling and point system that kept getting me write ups from management,0,,,,,,
"""Zero benefits""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32662859.htm,9 April 2020,1.0,I worked at Walmart part-time for less than a year,,its a pay check s,1,no time off and no sick leave,0,,,,,,
"""Not enough hours""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32409247.htm,18 March 2020,2.0,I worked at Walmart part-time for more than a year,,nice people to work with,1,force you to work times your not available,0,,,,,,
"""Good place to work""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32409482.htm,18 March 2020,2.0,I worked at Walmart full-time for less than a year,,works with school schedule,1,early shifts long shifts,0,,,,,,
"""Long term employment at Walmart- not advisable.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32412722.htm,18 March 2020,2.0,I have been working at Walmart full-time for more than 10 years,,job experience is great for new job ventures ,1,management doesn’t value talent  not coordinated or predictable ,0,,,,,,
"""Good benefits""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32184470.htm,3 March 2020,4.0,I worked at Walmart part-time for less than a year,,flexible schedule  good benefits  fast paced,1,they prefer sometimes speed of the employee over quality,0,,,,,,
"""Good Working Environment""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32186989.htm,3 March 2020,4.0,I have been working at Walmart part-time,,flexible hours and supportive managers,1,not enough hours in some months,0,,,,,,
"""Solid Part-Time Job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32187594.htm,3 March 2020,4.0,I have been working at Walmart part-time for more than 5 years,,flexible schedule  always something different going on,1,short staffed  customers can be rude,0,,,,,,
"""Tough Team""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32190912.htm,3 March 2020,4.0,I worked at Walmart full-time for more than a year,,very friendly culture  huge buy-in with diversity initiatives  pays well  cheap cost of living,1,very political in terms of office politics,0,,,,,,
"""Decent""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32194409.htm,3 March 2020,4.0,I worked at Walmart full-time,,co-workers  raises  chance to move up,1,some managers  hours  unfair pressure,0,,,,,,
"""Walmart is a great company to move up""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32400986.htm,17 March 2020,3.0,I worked at Walmart,,great company  always looking to improve  very reliant,1,most managers doesn't care about their employer  managers are lazy  managers usually cause drama ,0,,,,,,
"""Decent""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32403168.htm,17 March 2020,3.0,I worked at Walmart full-time for less than a year,,travel  benefits  pay  discount center,1,senior management not knowing how to speak to people,0,,,,,,
"""Love it""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32158537.htm,2 March 2020,5.0,I have been working at Walmart full-time for more than a year,,money  the people  the even app,1,long hours  sucky customers  trash management,0,,,,,,
"""cashier""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32163283.htm,2 March 2020,5.0,I worked at Walmart full-time,,good coworker  manager  supervisor  hours  temperature,1,some racist customer  wage   long hour,0,,,,,,
"""Walmart Review""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32163546.htm,2 March 2020,5.0,I have been working at Walmart full-time for more than a year,,great co-workers  great benefits  flexible hours,1,hourly pay could be better  short commute ,0,,,,,,
"""H""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32170675.htm,2 March 2020,5.0,I worked at Walmart full-time for more than 3 years,,gold management and co workers herw,1,there’s always downsides anywhere you go,0,,,,,,
"""Good place to work when you can get hours""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32175160.htm,2 March 2020,5.0,I worked at Walmart part-time for more than 3 years,,great working overnights no customers after the first 2 hours  great teamwork on overnight shifts to much better that the day shifts  i worked days for 2 years,1,"management has unrealistic goals about how much merchandise one person can get out ""properly "" in an 8 hr shift   3 or 4 pallets in each of 3 depts is too much! and one department had at least one pallet of tiny items that took a very long time to display ",0,,,,,,
"""Never again""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32640275.htm,7 April 2020,1.0,I worked at Walmart full-time for more than 3 years,,health benefits  pto pay  sick leave,1,never again  toxic leadership  management,0,,,,,,
"""good place""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32168135.htm,2 March 2020,4.0,I worked at Walmart full-time for more than 10 years,,people  training  culture  discounts  locations,1,hours  senior management  company direction,0,,,,,,
"""good place""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32168135.htm,2 March 2020,4.0,I worked at Walmart full-time for more than 10 years,,people  training  culture  discounts  locations,1,hours  senior management  company direction,0,,,,,,
"""Treated well""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32384080.htm,16 March 2020,3.0,I have been working at Walmart part-time for more than a year,,good benefits  fun work enviornment,1,not the best place to advance,0,,,,,,
"""It was a good experience.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32386893.htm,16 March 2020,3.0,I worked at Walmart full-time for less than a year,,they start you off at a good pay rate and they also have good benefits ,1,deal with different emotions  you never how someone's day going ,0,,,,,,
"""I don't know what goes here""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32390412.htm,16 March 2020,3.0,I worked at Walmart part-time for less than a year,,they have a good pay rate,1,they have no cons honestly,0,,,,,,
"""Nice""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32390613.htm,16 March 2020,3.0,I worked at Walmart part-time,,nice pay  nice co workers,1,nothing really  few hours  odd shifts,0,,,,,,
"""Great job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32147216.htm,1 March 2020,5.0,I have been working at Walmart part-time for less than a year,,good hours and friendly management,1,hard work most nights busy,0,,,,,,
"""Cahier""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32147621.htm,1 March 2020,5.0,I worked at Walmart part-time,,good for getting customer service experience,1,fewer hours per week but manageble,0,,,,,,
"""Great company and work culture""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32148441.htm,1 March 2020,5.0,I have been working at Walmart full-time for more than 3 years,,great leadership   omni vision   fast paced  dynamic,1,lot of dependency on vendors,0,,,,,,
"""“Great Workplace”""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32148841.htm,1 March 2020,5.0,I have been working at Walmart full-time for more than 3 years,,ive only worked at walmart for almost 3 years and i’ve loved every minute of it! i started off just wanting to pick up a couple shifts a week for extra christmas money for my family as my second job it didn’t take me long to realize i really to part of this company and make a career of it! i love walmart’s standards and benefits and the environment i get to work in everyday! my store was chosen to be one of the great workplaces everyone in the store was nervous about the changes and my store manager kept telling us things were going to be ok  i think the hpc ( high performance culture) is exactly what every store needs we need everyone performing to their best to keep customers happy and of course to keep our everyday low price guarantee! i know walmart has changed my life with giving me the opportunity  to make great wages and now only work one job and one job that i love going to work everyday i walk in  walmart isn’t just a job it is family and i’m so proud to be part of that family!,1,i have no cons with working for walmart i’m glad it’s going in the direction it is and having the hpc we need to make sure we have everyone performing at the same level and make sure are customers are being took care of at the standard the sam walton set the bar at!,0,,,,,,
"""Great company to work for.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32150437.htm,1 March 2020,5.0,I have been working at Walmart full-time,,great culture  diversity and inclusion,1,no recognition for hard work ,0,,,,,,
"""Heartless retaliation""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32625085.htm,6 April 2020,1.0,I worked at Walmart part-time for less than a year,,there’s none except having a job ,1,cut hours after raise  hostile ,0,,,,,,
"""No work life balance in a salaried position""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32383819.htm,16 March 2020,2.0,I worked at Walmart full-time,,potential for bonus and decent pay,1,poor upper management  inconsistency  cut throat,0,,,,,,
"""Don't need experience to work at Walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32147971.htm,1 March 2020,4.0,I have been working at Walmart part-time for more than a year,,walmart starting pay $ 11 hr and goes on,1,always busy and have to work in holidays,0,,,,,,
"""Okay place to work""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32371748.htm,15 March 2020,3.0,I worked at Walmart full-time,,steady hours  good benefits  and training,1,heavy workload and often shorthanded,0,,,,,,
"""An okay company""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32372226.htm,15 March 2020,3.0,I have been working at Walmart part-time for more than 3 years,,easy interview  flexible hours insurance,1,poor management  they make you do other peoples jobs  understaffing,0,,,,,,
"""good""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32375318.htm,15 March 2020,3.0,I have been working at Walmart full-time,,manager  pay  work  partners and benefits,1,bonus and less promotions,0,,,,,,
"""Easy Job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32376168.htm,15 March 2020,3.0,I worked at Walmart part-time,,easy job for after school,1,can be very stressful at times,0,,,,,,
"""Pretty bad management.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32608603.htm,5 April 2020,1.0,I worked at Walmart full-time for less than a year,,there are good benefits such as ppto  ,1,management is horrible they will sacrifice you to save their own skin  high expectations on the time it takes to complete a task that is virtually almost always impossible to finish  ,0,,,,,,
"""Stressful""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32372321.htm,15 March 2020,2.0,I have been working at Walmart full-time,,the employees are amazing,1,high expectations  minimum support  company is really corrupt ,0,,,,,,
"""Bad Management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32373282.htm,15 March 2020,2.0,I have been working at Walmart full-time,,paid time off for part time employees,1,my store would rather hire their friends outside of work than to promote current employees,0,,,,,,
"""Poor Management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32377100.htm,15 March 2020,2.0,I have been working at Walmart part-time for less than a year,,good for sone extra money,1,long hours short breaks poor management,0,,,,,,
"""Sales associate""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32377337.htm,15 March 2020,2.0,I worked at Walmart part-time for more than 5 years,,good benefits flexible  with school schedule,1,not many hours   poor management,0,,,,,,
"""Over all it’s a really good job!""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32138462.htm,29 February 2020,4.0,I have been working at Walmart full-time for more than a year,,great pay  good work environment  fast paced,1,not good at resolving work related issues  things are always changing,0,,,,,,
"""Downsizing""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32139582.htm,29 February 2020,4.0,I have been working at Walmart part-time,,growth within company  if educated,1,company revision causing less jobs,0,,,,,,
"""Cut hours to save money""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32363798.htm,14 March 2020,3.0,I worked at Walmart full-time for more than 3 years,,competitive pay and flexible schedule,1,management constantly cutting hours even in peak season,0,,,,,,
"""Not for me""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32365444.htm,14 March 2020,3.0,I worked at Walmart part-time for less than a year,,great coworkers  typically not a high stress job,1,repetitive tasks  management is weird about loyalty to the company  standing for long hours,0,,,,,,
"""Blah""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32365730.htm,14 March 2020,3.0,I have been working at Walmart full-time for less than a year,,family oriented and are concerned about their workers,1,often shows favoritism and overlooked ,0,,,,,,
"""An ok job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32366477.htm,14 March 2020,3.0,I worked at Walmart part-time,,managers were flexible with me at the time i went to college,1,managers expected you to do work made for multiple people even if you were alone and get mad if you did not finish ,0,,,,,,
"""Great opportunities for advancement""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32367479.htm,14 March 2020,3.0,I worked at Walmart full-time for more than 5 years,,potential to move up  great pay the higher you go ,1,one leadership change and you can be out ,0,,,,,,
"""A place to try retail""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32370052.htm,15 March 2020,3.0,I have been working at Walmart full-time for less than a year,,work environment  employee discount  hour lunch ,1,mismanagement / micromanaging  medicore training program  and hour cuts during the off season ,0,,,,,,
"""Cashier""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32127829.htm,28 February 2020,5.0,I worked at Walmart part-time for more than 3 years,,it is a lovely tour company,1,there are on cons at all,0,,,,,,
"""Good gig""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32128624.htm,28 February 2020,5.0,I have been working at Walmart full-time for less than a year,,smart and hardworking people   lot s of opportunity to specialize and figure out what you are interested in ,1,the work is not always super interesting ,0,,,,,,
"""None""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32129800.htm,28 February 2020,5.0,I have been working at Walmart full-time for less than a year,,fulltime employee  hours of shift,1,none none none none nonen none,0,,,,,,
"""Job in daily basis""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32129819.htm,28 February 2020,5.0,I have been working at Walmart part-time for less than a year,,love customer service  people are nice ,1,low pay and sometimes get angry customers,0,,,,,,
"""It's a good job if you're just looking for money, but dont expect tons of respect from management.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32365658.htm,14 March 2020,2.0,I worked at Walmart full-time for more than a year,,all you have to do is work hard and you can easily work your way up  pay is pretty good as well ,1,you get treated like you're just a number  management has little to no respect for you ,0,,,,,,
"""Stress""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32368337.htm,14 March 2020,2.0,I worked at Walmart full-time for more than 5 years,,decent pay  always busy  learning experience ,1,short staffed  stressful  unrealistic expectations from management ,0,,,,,,
"""I hate this job.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32368536.htm,14 March 2020,2.0,I worked at Walmart part-time,,no too many  you will learn to hate it ,1,pay  hours  do not be a closer ,0,,,,,,
"""Comparable wages""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32125006.htm,28 February 2020,4.0,I have been working at Walmart full-time,,good people  both to work with and to work for!,1,obviously overworked upper management  that have loss of power when it comes to day to day personnel expectations  on a micromanaged basis ,0,,,,,,
"""Good work enviornment""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32132500.htm,29 February 2020,4.0,I have been working at Walmart part-time for more than a year,,good  part time work  flecinle,1,less hours    different departments to handle,0,,,,,,
"""Love my department, not so much upper management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32133125.htm,29 February 2020,4.0,I have been working at Walmart full-time for more than a year,,you are one of the more knowledgeable associates in the store  customers are generally very friendly to sporting goods associates  you are given a lot of responsibility,1,you are often reliant on managers  online training doesn't give you everything you need to know  you get pulled a lot to other departments and have to run across the store to help a customer if you get paged or called,0,,,,,,
"""Overall very good. Making changes.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32351774.htm,13 March 2020,3.0,I worked at Walmart full-time for more than 10 years,,there is lots of opportunities for advancement ,1,they are cutting payroll all the time,0,,,,,,
"""Okay Company to work for.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32355058.htm,13 March 2020,3.0,I worked at Walmart full-time for more than 3 years,,flexible schedule and having weekends off,1,the pay isn't all that great and the company does not offer paid holiday's you are forced to use your pto for any of the 8 national holidays ,0,,,,,,
"""3""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32355623.htm,13 March 2020,3.0,I worked at Walmart,,because  i need good  employees,1,benefits  good pay  nice person  and i like this company,0,,,,,,
"""This job sucks. Other corporate companies are a better choice for this entry level position""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32357056.htm,13 March 2020,3.0,I have been working at Walmart part-time for more than a year,,good base pay  long lunch  pto  10% discount,1,hours get cut  rude customers  bad management  rare raises ,0,,,,,,
"""what's there to say""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32358518.htm,13 March 2020,3.0,I worked at Walmart part-time for more than a year,,really enjoyed the people i worked with and also helping customers,1,there is a lack of communication between associates and management  there is no so called open door  you do the job they tell you to do or you can go home  doesn't matter if you can't  handle the job,0,,,,,,
"""Typical corporate job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32359516.htm,13 March 2020,3.0,I have been working at Walmart part-time for less than a year,,separate from optical so not directly pressured to make sales  better to work for than luxottica,1,optical is unhelpful and not willing to work together  yet oversteps their boundaries when it comes to sales ,0,,,,,,
"""Good""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32101643.htm,27 February 2020,5.0,I worked at Walmart part-time,,best for students to work,1,nothing just work hard and get everything,0,,,,,,
"""Great Experience""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32104400.htm,27 February 2020,5.0,I worked at Walmart full-time,,great family feel with all employees,1,long hours and can be stressful,0,,,,,,
"""Assistant manager""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32359652.htm,13 March 2020,2.0,I worked at Walmart,,salary is competitive  stock and 401k is reasonable,1,demanding  has no work and family balance,0,,,,,,
"""It’s walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32362912.htm,14 March 2020,2.0,I worked at Walmart full-time for more than 8 years,,the only pro is the pay,1,mandatory overtime  leadership  some of the policies are a bit extreme,0,,,,,,
"""It’s walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32362912.htm,14 March 2020,2.0,I worked at Walmart full-time for more than 8 years,,the only pro is the pay,1,mandatory overtime  leadership  some of the policies are a bit extreme,0,,,,,,
"""Expect to cross train in every department.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32098483.htm,27 February 2020,4.0,I have been working at Walmart full-time for more than a year,,the pay was great especially on the holidays,1,no stable possition  picking was draining  expect to walk all shift,0,,,,,,
"""none""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32099672.htm,27 February 2020,4.0,I worked at Walmart part-time for more than a year,,benefices are share over all employees,1,they change work hours all time for part time,0,,,,,,
"""Lots of metrics""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32100361.htm,27 February 2020,4.0,I worked at Walmart full-time for more than a year,,money was good  and was hands off where i could do what i needed,1,too much pressure to meet metrics rather than care  and too much pressure to push vaccines rather than offer them,0,,,,,,
"""Subpar Experience""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32101371.htm,27 February 2020,4.0,I worked at Walmart part-time for more than a year,,good pay for retail  good call of system  long lunch break,1,long shifts  a lot of busy work  management can be disorganized,0,,,,,,
"""Walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32101850.htm,27 February 2020,4.0,I worked at Walmart part-time for more than 3 years,,meet great people and work with a team,1,the work itself was very heavy labour,0,,,,,,
"""A very decent job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32103062.htm,27 February 2020,4.0,I have been working at Walmart part-time for less than a year,,fair salary  not so overworked  can t really complain that much ,1,long hours  the extra one hour break which is not really needed  the fact that they don't pay more when an associate works on a holiday ,0,,,,,,
"""Store overlook""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32103633.htm,27 February 2020,4.0,I worked at Walmart full-time for more than 3 years,,great hours  great customer and good store manager,1,floor associates and near departments conflict with the process and speed and priority of our department,0,,,,,,
"""Stock at Walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32104417.htm,27 February 2020,4.0,I worked at Walmart part-time for less than a year,,-friendly staff -flexible hours -easy labour,1, if they call you in expect to show up,0,,,,,,
"""Good work ethics overall managment""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32105432.htm,27 February 2020,4.0,I have been working at Walmart part-time for more than a year,,no micromanagement at the department level,1,less wages as compared to the work done,0,,,,,,
"""great place to work""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32116567.htm,28 February 2020,4.0,I worked at Walmart part-time for less than a year,,great place to work,1,very busy place to work,0,,,,,,
"""Stress!!""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32337491.htm,12 March 2020,3.0,I worked at Walmart part-time,,good environment and nice culture,1,highly physically demanding job and needs physical strength,0,,,,,,
"""Ok""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32338246.htm,12 March 2020,3.0,I have been working at Walmart full-time,,flexible hours and the customers are nice and friendly usually,1,management isn't great or helpful,0,,,,,,
"""Decent Salary""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32345439.htm,12 March 2020,3.0,I worked at Walmart part-time,,decent employees   decent management,1,pretty strict  attendance policy,0,,,,,,
"""Great co""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32080668.htm,26 February 2020,5.0,I have been working at Walmart full-time for more than 10 years,,plenty of hours to work,1,busy all the time in pharmacy,0,,,,,,
"""Cashier""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32081609.htm,26 February 2020,5.0,I worked at Walmart part-time,,got to meet great walmart employees and understand good customer service ,1,none  great experience no down sides ,0,,,,,,
"""cashier""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32084144.htm,26 February 2020,5.0,I worked at Walmart full-time for less than a year,,very good place to work,1,they give less hours in start,0,,,,,,
"""Pros & Cons""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32089152.htm,26 February 2020,5.0,I have been working at Walmart part-time for less than a year,,holiday pay & paid time off,1,nothing till now  will update if any ,0,,,,,,
"""Terrible store manager""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32340879.htm,12 March 2020,2.0,I worked at Walmart,,great coworkers   challenging job duties,1,poor store manager and market manager,0,,,,,,
"""review""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32341929.htm,12 March 2020,2.0,I worked at Walmart part-time for less than a year,,hard will sometimes get you noticed,1,the pay could be alot better,0,,,,,,
"""review""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32341929.htm,12 March 2020,2.0,I worked at Walmart part-time for less than a year,,hard will sometimes get you noticed,1,the pay could be alot better,0,,,,,,
"""Disappointing experience overall""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32345777.htm,12 March 2020,2.0,I have been working at Walmart full-time for more than a year,,great people work there consistent work love someone who wants to impress,1,overworked  not enough training for different areas of work  no accountability between shifts,0,,,,,,
"""Challenging and rewarding""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32075407.htm,26 February 2020,4.0,I worked at Walmart,,solving complex tax issues very rewarding,1,newest upper leadership not skilled at displaying the culture sam lived,0,,,,,,
"""Walmart corporate""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32075602.htm,26 February 2020,4.0,I worked at Walmart full-time for more than 3 years,,bonus  flex schedule  great enviornment,1,communication flaws  unorganized  a lot of change,0,,,,,,
"""Overall a good place""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32085936.htm,26 February 2020,4.0,I have been working at Walmart full-time for more than 3 years,,get two 15 minute breaks and an hour lunch coworkers are supportive and friendly for the most part,1,management sometimes sets unrealistic goals management is not always supportive,0,,,,,,
"""I loved my job.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32084966.htm,26 February 2020,4.0,I worked at Walmart part-time for less than a year,,helps staff with personal problems ,1,lack of communication in management,0,,,,,,
"""A pretty decent low stress job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32085199.htm,26 February 2020,4.0,I worked at Walmart full-time for less than a year,,good starting hourly rate  low stress  work at your own pace ,1,management not understanding the processes the role entails,0,,,,,,
"""Stable Work""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32086779.htm,26 February 2020,4.0,I worked at Walmart full-time,,stability room to advance to other positions ,1,starting out hours can be all over the place ,0,,,,,,
"""Love the Company Values""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32093932.htm,27 February 2020,4.0,I have been working at Walmart full-time for more than 5 years,,great culture  something for everyone  good benefits,1,frequent restructuring  parking  open concept work space,0,,,,,,
"""Management is horrible""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32094261.htm,27 February 2020,4.0,I have been working at Walmart full-time for more than 3 years,,benefits like vision  dental and medical,1,feels like you have no one to turn to on corporate ladder as they all gossip amongst each other,0,,,,,,
"""It's fine.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32333126.htm,12 March 2020,3.0,I have been working at Walmart full-time for more than 10 years,,working three days a week is nice ,1,it's hard to get a full 40 hours ,0,,,,,,
"""Great people""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32056990.htm,25 February 2020,5.0,I worked at Walmart part-time for less than a year,,loves the employees and customers,1,none i can think of,0,,,,,,
"""Great place""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32065026.htm,25 February 2020,5.0,I worked at Walmart full-time for more than a year,,room to grow at walmart,1,i enjoyed my time at walmart ,0,,,,,,
"""Walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32068086.htm,25 February 2020,5.0,I worked at Walmart part-time,,benefits  good management  fun  hours,1,not flexible  stressful at times,0,,,,,,
"""Good for college students""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32569786.htm,1 April 2020,1.0,I worked at Walmart part-time for more than 3 years,,it was a easy job while in school,1,pay is horrendous  customers can be very rude ,0,,,,,,
"""Okay job, awful management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32324690.htm,11 March 2020,2.0,I have been working at Walmart part-time for less than a year,,i like helping people the job itself isn t too bad,1,the work culture is horrible  they don't seem to understand the position no real advancement,0,,,,,,
"""Hard Work Good Company""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32055948.htm,25 February 2020,4.0,I have been working at Walmart full-time for more than 8 years,,fair compensation for work performed,1,lack of daily personnel resources ,0,,,,,,
"""It's fine""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32060455.htm,25 February 2020,4.0,I worked at Walmart full-time for more than 3 years,,some of the people are great  environment was pretty laid back ,1,it's walmart  pay wasn't great ,0,,,,,,
"""Loved it""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32067197.htm,25 February 2020,4.0,I have been working at Walmart full-time for more than a year,,great company raises every 6 months competitive wages management does care about their workers,1,benefits i thought were not so great for such a big company  they could be a lot better,0,,,,,,
"""Auditor""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32067270.htm,25 February 2020,4.0,I worked at Walmart full-time for more than a year,,good place to work,1,they can do better with the pay rate,0,,,,,,
"""Deli and Homelines associate""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32067739.htm,25 February 2020,4.0,I have been working at Walmart full-time for more than 3 years,,great people to work with,1,management doesn't seem to care about associate ,0,,,,,,
"""Fun and Great work bad mag""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32070633.htm,25 February 2020,4.0,I have been working at Walmart full-time for more than a year,,great pay  great benifits,1,no ac and bad management,0,,,,,,
